"ID_RESULTADO_CONSTRUTORES","ID_RESULTADOS","ID_CONSTRUTOR","PONTOS_RESULTADO_CONSTRUTOR"
12864,9090,73,0
12865,9091,74,0
12866,9092,56,0
12880,9093,73,0
12881,9094,66,0
12882,9095,74,0
12894,9096,73,0
12895,9097,75,0
12896,9098,3,0
12905,9099,56,0
12906,9100,27,0
12907,9101,32,0
12908,9102,67,0
12909,9103,66,0
12920,9104,57,0
12921,9105,64,0
12922,9106,56,0
12923,9107,27,0
12924,9108,204,0
12935,9109,67,0
12936,9110,73,0
12937,9111,32,0
12938,9112,59,0
12939,9113,64,0
12950,9114,25,0
12951,9115,67,0
12952,9116,37,0
12953,9117,56,0
12954,9118,182,0
12955,9119,3,0
12956,9120,64,0
12967,9121,204,0
12968,9122,57,0
12969,9123,37,0
12970,9124,64,0
12971,9125,32,0
12972,9126,56,0
12983,9127,57,0
12984,9128,32,0
12985,9129,63,0
12986,9130,70,0
12987,9131,64,0
12999,9132,59,0
13000,9133,70,0
13001,9134,56,0
13002,9135,182,0
13003,9136,67,0
13013,9137,63,0
13014,9138,64,0
13015,9139,57,0
13016,9140,56,0
13017,9141,6,0
13018,9142,182,0
13029,9143,37,0
13030,9144,27,0
13031,9145,182,0
13032,9146,57,0
13033,9147,59,0
13044,9148,59,0
13045,9149,37,0
13046,9150,27,0
13047,9151,57,0
13048,9152,182,0
13058,9153,57,0
13059,9154,56,0
13060,9155,204,0
13061,9156,58,0
13062,9157,59,0
13073,9158,204,0
13074,9159,27,0
13075,9160,70,0
13076,9161,56,0
13077,9162,59,0
13089,9163,204,0
13090,9164,1,0
13091,9165,70,0
13092,9166,59,0
13103,9167,64,0
13104,9168,27,0
13105,9169,56,0
13106,9170,59,0
13116,9171,59,0
13117,9172,27,0
13118,9173,204,0
13119,9174,32,0
13120,9175,57,0
13131,9176,37,0
13132,9177,67,0
13133,9178,56,0
13134,9179,204,0
13135,9180,74,0
13145,9181,27,0
13146,9182,25,0
13147,9183,1,0
13157,9184,37,0
13158,9185,57,0
13159,9186,59,0
13160,9187,66,0
13170,9188,37,0
13171,9189,66,0
13172,9190,27,0
13173,9191,58,0
13183,9192,63,0
13184,9193,57,0
13185,9194,34,0
13186,9195,58,0
13198,9196,64,0
13199,9197,57,0
13200,9198,67,0
13201,9199,68,0
13202,9200,66,0
13212,9201,64,0
13213,9202,34,0
13214,9203,25,0
13215,9204,56,0
13216,9205,37,0
13228,9206,59,0
13229,9207,27,0
13230,9208,57,0
13231,9209,56,0
13232,9210,66,0
13244,9211,37,0
13245,9212,56,0
13246,9213,63,0
13247,9214,59,0
13248,9215,66,0
13261,9216,58,0
13262,9217,68,0
13263,9218,67,0
13264,9219,66,0
13278,9220,57,0
13279,9221,64,0
13280,9222,68,0
13281,9223,66,0
13282,9224,69,0
13293,9225,1,0
13294,9226,27,0
13295,9227,67,0
13296,9228,56,0
13297,9229,66,0
13307,9230,63,0
13308,9231,59,0
13309,9232,57,0
13310,9233,32,0
13311,9234,27,0
13324,9235,4,0
13325,9236,32,0
13326,9237,25,0
13327,9238,64,0
13328,9239,66,0
13341,9240,67,0
13342,9241,63,0
13343,9242,56,0
13344,9243,70,0
13345,9244,66,0
13346,9245,71,0
13357,9246,56,0
13358,9247,25,0
13359,9248,37,0
13360,9249,4,0
13361,9250,67,0
13372,9251,64,0
13373,9252,56,0
13374,9253,34,0
13375,9254,27,0
13376,9255,4,0
13385,9256,72,0
13386,9257,37,0
13387,9258,32,0
13388,9259,57,0
13401,9260,57,0
13402,9261,60,0
13403,9262,55,0
13404,9263,64,0
13416,9264,59,0
13417,9265,57,0
13418,9266,63,0
13419,9267,60,0
13420,9268,55,0
13421,9269,64,0
13436,9270,56,0
13437,9271,64,0
13438,9272,65,0
13439,9273,58,0
13440,9274,57,0
13454,9275,34,0
13455,9276,60,0
13456,9277,57,0
13457,9278,55,0
13458,9279,64,0
13474,9280,55,0
13475,9281,64,0
13476,9282,65,0
13477,9283,60,0
13493,9284,56,0
13494,9285,64,0
13495,9286,55,0
13496,9287,60,0
13509,9288,58,0
13510,9289,57,0
13511,9290,56,0
13512,9291,60,0
13513,9292,55,0
13525,9293,25,0
13526,9294,4,0
13527,9295,59,0
13528,9296,63,0
13529,9297,57,0
13542,9298,63,0
13543,9299,56,0
13544,9300,4,0
13545,9301,60,0
13546,9302,57,0
13558,9303,56,0
13559,9304,60,0
13560,9305,57,0
13561,9306,32,0
13562,9307,3,0
13575,9308,4,0
13576,9309,54,0
13577,9310,58,0
13578,9311,60,0
13579,9312,65,0
13591,9313,57,0
13592,9314,4,0
13593,9315,3,0
13594,9316,21,0
13595,9317,60,0
13596,9318,54,0
13610,9319,25,0
13611,9320,57,0
13612,9321,21,0
13613,9322,54,0
13625,9323,21,0
13626,9324,60,0
13627,9325,4,0
13628,9326,63,0
13629,9327,54,0
13641,9328,32,0
13642,9329,21,0
13643,9330,60,0
13644,9331,54,0
13645,9332,34,0
13646,9333,63,0
13658,9334,27,0
13659,9335,63,0
13660,9336,58,0
13661,9337,56,0
13662,9338,60,0
13694,9339,32,8
13693,9340,27,12
13689,9341,54,0
13690,9342,59,0
13691,9343,204,0
13692,9344,60,0
13706,9345,60,0
13707,9346,54,0
13718,9347,54,0
13719,9348,56,0
13720,9349,60,0
13721,9350,59,0
13722,9351,4,0
13735,9352,59,0
13736,9353,57,0
13737,9354,60,0
13738,9355,61,0
13750,9356,204,0
13751,9357,4,0
13752,9358,51,0
13753,9359,60,0
13754,9360,57,0
13755,9361,61,0
13766,9362,56,0
13767,9363,59,0
13768,9364,58,0
13769,9365,57,0
13770,9366,60,0
13783,9367,204,0
13784,9368,54,0
13785,9369,57,0
13786,9370,60,0
13797,9371,59,0
13798,9372,56,0
13799,9373,204,0
13800,9374,54,0
13801,9375,60,0
13819,9376,6,3
13818,9377,27,4
13817,9378,3,15
13829,9379,54,0
13830,9380,57,0
13831,9381,60,0
13842,9382,1,0
13843,9383,54,0
13844,9384,56,0
13845,9385,57,0
13846,9386,60,0
13859,9387,58,0
13860,9388,1,0
13861,9389,57,0
13862,9390,60,0
13863,9391,62,0
13877,9392,54,0
13878,9393,57,0
13879,9394,59,0
13880,9395,60,0
13892,9396,59,0
13893,9397,32,0
13894,9398,27,0
13895,9399,51,0
13896,9400,62,0
13897,9401,60,0
13898,9402,204,1
13899,9403,204,0
13900,9404,6,43
13901,9405,1,21
13902,9406,9,16
13903,9407,131,18
13904,9408,10,2
13905,9409,3,1
13906,9410,4,0
13907,9411,5,0
13908,9412,205,0
13909,9413,15,0
13910,9414,164,0
13911,9415,166,0
13912,9416,1,33
13913,9417,4,18
13914,9418,6,27
13915,9419,131,11
13916,9420,10,6
13917,9421,3,4
13918,9422,9,2
13919,9423,5,0
13920,9424,15,0
13921,9425,205,0
13922,9426,164,0
13923,9427,166,0
13924,9428,9,43
13925,9429,131,15
13926,9430,4,12
13927,9431,10,10
13928,9432,1,12
13929,9433,6,6
13930,9434,5,2
13931,9435,3,1
13932,9436,166,0
13933,9437,164,0
13934,9438,205,0
13935,9439,15,0
13936,9440,1,43
13937,9441,131,16
13938,9442,6,14
13939,9443,4,16
13940,9444,9,12
13941,9445,10,0
13942,9446,3,0
13943,9447,5,0
13944,9448,205,0
13945,9449,164,0
13946,9450,166,0
13947,9451,15,0
13948,9452,9,40
13949,9453,6,26
13950,9454,131,12
13951,9455,1,10
13952,9456,10,6
13953,9457,4,4
13954,9458,3,2
13955,9459,5,1
13956,9460,15,0
13957,9461,205,0
13958,9462,166,0
13959,9463,164,0
13960,9464,9,43
13961,9465,4,15
13962,9466,6,20
13963,9467,1,10
13964,9468,131,6
13965,9469,10,6
13966,9470,5,1
13967,9471,164,0
13968,9472,205,0
13969,9473,3,0
13970,9474,15,0
13971,9475,166,0
13972,9476,1,43
13973,9477,9,15
13974,9478,131,22
13975,9479,4,8
13976,9480,6,10
13977,9481,10,2
13978,9482,15,1
13979,9483,5,0
13980,9484,3,0
13981,9485,166,0
13982,9486,164,0
13983,9487,205,0
13984,9488,1,43
13985,9489,6,15
13986,9490,9,22
13987,9491,131,8
13988,9492,4,6
13989,9493,5,4
13990,9494,10,3
13991,9495,3,0
13992,9496,205,0
13993,9497,164,0
13994,9498,166,0
13995,9499,15,0
13996,9500,9,25
13997,9501,1,33
13998,9502,3,12
13999,9503,4,10
14000,9504,10,8
14001,9505,15,6
14002,9506,6,4
14003,9507,5,2
14004,9508,131,1
14005,9509,166,0
14006,9510,164,0
14007,9511,205,0
14008,9512,9,31
14009,9513,1,30
14010,9514,131,17
14011,9515,3,11
14012,9516,15,8
14013,9517,10,4
14014,9518,5,0
14015,9519,4,0
14016,9520,6,0
14017,9521,205,0
14018,9522,166,0
14019,9523,164,0
14020,9524,6,43
14021,9525,9,23
14022,9526,1,22
14023,9527,4,7
14024,9528,131,6
14025,9529,15,0
14026,9530,3,0
14027,9531,5,0
14028,9532,10,0
14029,9533,166,0
14030,9534,164,0
14031,9535,205,0
14032,9536,9,40
14033,9537,6,30
14034,9538,4,10
14035,9539,3,9
14036,9540,15,8
14037,9541,1,4
14038,9542,131,0
14039,9543,5,0
14040,9544,10,0
14041,9545,205,0
14042,9546,166,0
14043,9547,164,0
14044,9548,1,25
14045,9549,9,18
14046,9550,4,17
14047,9551,6,12
14048,9552,10,11
14049,9553,131,14
14050,9554,15,4
14051,9555,5,0
14052,9556,3,0
14053,9557,205,0
14054,9558,166,0
14055,9559,164,0
14056,9560,6,40
14057,9561,1,18
14058,9562,9,20
14059,9563,131,12
14060,9564,3,7
14061,9565,4,4
14062,9566,5,0
14063,9567,10,0
14064,9568,15,0
14065,9569,166,0
14066,9570,205,0
14067,9571,164,0
14068,9572,6,29
14069,9573,9,33
14070,9574,1,12
14071,9575,131,10
14072,9576,3,9
14073,9577,4,6
14074,9578,10,2
14075,9579,5,0
14076,9580,166,0
14077,9581,205,0
14078,9582,15,0
14079,9583,164,0
14080,9584,9,43
14081,9585,6,15
14082,9586,1,22
14083,9587,131,8
14084,9588,15,10
14085,9589,3,2
14086,9590,5,1
14087,9591,205,0
14088,9592,166,0
14089,9593,164,0
14090,9594,10,0
14091,9595,4,0
14092,9596,6,40
14093,9597,1,18
14094,9598,131,12
14095,9599,4,10
14096,9600,10,8
14097,9601,3,7
14098,9602,15,6
14099,9603,5,0
14100,9604,205,0
14101,9605,164,0
14102,9606,9,0
14103,9607,166,0
14104,9608,9,43
14105,9609,6,15
14106,9610,1,22
14107,9611,131,14
14108,9612,3,4
14109,9613,4,2
14110,9614,15,1
14111,9615,5,0
14112,9616,10,0
14113,9617,205,0
14114,9618,166,0
14115,9619,164,0
14116,9620,9,29
14117,9621,1,33
14118,9622,131,12
14119,9623,4,18
14120,9624,6,7
14121,9625,5,2
14122,9626,15,0
14123,9627,3,0
14124,9628,10,0
14125,9629,205,0
14126,9630,166,0
14127,9631,164,0
14129,9632,9,35
14130,9633,1,26
14131,9634,4,15
14132,9635,6,18
14133,9636,15,0
14134,9637,5,4
14135,9638,10,3
14136,9639,205,0
14137,9640,166,0
14138,9641,3,0
14139,9642,131,0
14140,9643,9,37
14141,9644,1,22
14142,9645,4,15
14143,9646,6,18
14144,9647,15,6
14145,9648,131,2
14146,9649,10,1
14147,9650,5,0
14148,9651,205,0
14149,9652,166,0
14150,9653,164,0
14151,9654,3,0
14152,9655,1,37
14153,9656,9,33
14154,9657,131,14
14155,9658,6,14
14156,9659,4,2
14157,9660,15,1
14158,9661,10,0
14159,9662,3,0
14160,9663,5,0
14161,9664,205,0
14162,9665,166,0
14163,9666,164,0
14164,9667,9,43
14165,9668,6,15
14166,9669,1,20
14167,9670,131,10
14168,9671,4,10
14169,9672,5,2
14170,9673,15,1
14171,9674,10,0
14172,9675,3,0
14173,9676,205,0
14174,9677,166,0
14175,9678,164,0
14176,9679,9,37
14177,9680,1,33
14178,9681,6,10
14179,9682,131,14
14180,9683,4,4
14181,9684,15,3
14182,9685,10,0
14183,9686,5,0
14184,9687,3,0
14185,9688,205,0
14186,9689,166,0
14187,9690,164,0
14188,9691,9,37
14189,9692,6,18
14190,9693,1,23
14191,9694,15,10
14192,9695,10,6
14193,9696,4,4
14194,9697,3,2
14195,9698,5,1
14196,9699,131,0
14197,9700,205,0
14198,9701,166,0
14199,9702,164,0
14200,9703,1,25
14201,9704,9,33
14202,9705,131,12
14203,9706,4,10
14204,9707,6,8
14205,9708,15,6
14206,9709,5,5
14207,9710,3,2
14208,9711,164,0
14209,9712,166,0
14210,9713,205,0
14211,9714,10,0
14212,9715,9,40
14213,9716,6,28
14214,9717,1,20
14215,9718,131,6
14216,9719,5,4
14217,9720,10,2
14218,9721,4,1
14219,9722,15,0
14220,9723,3,0
14221,9724,205,0
14222,9725,166,0
14223,9726,164,0
14224,9727,6,35
14225,9728,9,33
14226,9729,1,12
14227,9730,131,10
14228,9731,15,6
14229,9732,4,4
14230,9733,5,1
14231,9734,10,0
14232,9735,3,0
14233,9736,166,0
14234,9737,164,0
14235,9738,205,0
14236,9739,1,25
14237,9740,6,28
14238,9741,9,27
14239,9742,10,8
14240,9743,131,10
14241,9744,15,2
14242,9745,4,1
14243,9746,5,0
14244,9747,3,0
14245,9748,205,0
14246,9749,166,0
14247,9750,164,0
14248,9751,1,37
14249,9752,9,28
14250,9753,6,23
14251,9754,10,6
14252,9755,5,5
14253,9756,131,2
14254,9757,15,0
14255,9758,4,0
14256,9759,3,0
14257,9760,166,0
14258,9761,164,0
14259,9762,205,0
14260,9763,9,43
14261,9764,1,15
14262,9765,6,16
14263,9766,131,18
14264,9767,10,6
14265,9768,4,2
14266,9769,3,1
14267,9770,15,0
14268,9771,205,0
14269,9772,166,0
14270,9773,164,0
14271,9774,5,0
14272,9775,9,25
14273,9776,1,30
14274,9777,6,23
14275,9778,131,10
14276,9779,5,7
14277,9780,10,4
14278,9781,4,2
14279,9782,3,0
14280,9783,205,0
14281,9784,166,0
14282,9785,164,0
14283,9786,15,0
14284,9787,9,40
14285,9788,1,28
14286,9789,6,14
14287,9790,10,12
14288,9791,131,6
14289,9792,15,1
14290,9793,3,0
14291,9794,5,0
14292,9795,4,0
14293,9796,205,0
14294,9797,166,0
14295,9798,164,0
14296,9799,1,35
14297,9800,6,24
14298,9801,9,27
14299,9802,131,9
14300,9803,15,4
14301,9804,4,2
14302,9805,10,0
14303,9806,3,0
14304,9807,5,0
14305,9808,205,0
14306,9809,166,0
14307,9810,164,0
14308,9811,9,40
14309,9812,1,30
14310,9813,6,18
14311,9814,5,8
14312,9815,131,4
14313,9816,10,1
14314,9817,3,0
14315,9818,4,0
14316,9819,205,0
14317,9820,15,0
14318,9821,166,0
14319,9822,164,0
14320,9823,9,37
14321,9824,1,24
14322,9825,6,15
14323,9826,131,18
14324,9827,5,4
14325,9828,10,2
14326,9829,15,1
14327,9830,4,0
14328,9831,205,0
14329,9832,3,0
14330,9833,166,0
14331,9834,164,0
14332,9835,1,40
14333,9836,6,28
14334,9837,9,12
14335,9838,131,14
14336,9839,10,6
14337,9840,15,1
14338,9841,3,0
14339,9842,4,0
14340,9843,5,0
14341,9844,205,0
14342,9845,166,0
14343,9846,164,0
14344,9847,9,43
14345,9848,1,15
14346,9849,6,22
14347,9850,10,12
14348,9851,131,6
14349,9852,15,2
14350,9853,4,1
14351,9854,5,0
14352,9855,3,0
14353,9856,205,0
14354,9857,166,0
14355,9858,164,0
14356,9859,1,40
14357,9860,9,30
14358,9861,6,10
14359,9862,15,12
14360,9863,208,6
14361,9864,5,2
14362,9865,10,1
14363,9866,131,0
14364,9867,3,0
14365,9868,206,0
14366,9869,207,0
14367,9870,6,25
14368,9871,15,18
14369,9872,1,15
14370,9873,9,12
14371,9874,208,10
14372,9875,3,8
14373,9876,10,8
14374,9877,5,4
14375,9878,131,1
14376,9879,207,0
14377,9880,206,0
14378,9881,164,0
14379,9882,131,25
14380,9883,1,33
14381,9884,9,22
14382,9885,208,8
14383,9886,3,10
14384,9887,6,2
14385,9888,15,1
14386,9889,10,0
14387,9890,5,0
14388,9891,207,0
14389,9892,206,0
14390,9893,164,0
14391,9894,9,37
14392,9895,208,33
14393,9896,131,11
14394,9897,10,8
14395,9898,6,8
14396,9899,1,4
14397,9900,15,0
14398,9901,5,0
14399,9902,207,0
14400,9903,206,0
14401,9904,164,0
14402,9905,3,0
14403,9906,3,25
14404,9907,6,18
14405,9908,208,27
14406,9909,15,10
14407,9910,9,8
14408,9911,131,6
14409,9912,1,6
14410,9913,10,1
14411,9914,5,0
14412,9915,207,0
14413,9916,206,0
14414,9917,164,0
14415,9918,9,37
14416,9919,131,18
14417,9920,6,23
14418,9921,1,10
14419,9922,10,10
14420,9923,208,2
14421,9924,3,1
14422,9925,15,0
14423,9926,5,0
14424,9927,207,0
14425,9928,206,0
14426,9929,164,0
14427,9930,1,25
14428,9931,208,22
14429,9932,15,17
14430,9933,9,18
14431,9934,6,11
14432,9935,131,8
14433,9936,10,0
14434,9937,3,0
14435,9938,5,0
14436,9939,207,0
14437,9940,206,0
14438,9941,164,0
14439,9942,6,25
14440,9943,208,18
14441,9944,131,23
14442,9945,9,12
14443,9946,10,16
14444,9947,1,4
14445,9948,15,2
14446,9949,3,1
14447,9950,5,0
14448,9951,207,0
14449,9952,206,0
14450,9953,164,0
14451,9954,9,40
14452,9955,6,30
14453,9956,208,18
14454,9957,131,6
14455,9958,1,5
14456,9959,3,2
14457,9960,15,0
14458,9961,10,0
14459,9962,5,0
14460,9963,207,0
14461,9964,206,0
14462,9965,164,0
14463,9966,6,25
14464,9967,9,14
14465,9968,1,18
14466,9969,208,15
14467,9970,15,20
14468,9971,131,7
14469,9972,10,2
14470,9973,5,0
14471,9974,3,0
14472,9975,207,0
14473,9976,206,0
14474,9977,164,0
14475,9978,1,33
14476,9979,208,33
14477,9980,9,16
14478,9981,6,12
14479,9982,3,6
14480,9983,131,1
14481,9984,10,0
14482,9985,15,0
14483,9986,5,0
14484,9987,207,0
14485,9988,206,0
14486,9989,164,0
14487,9990,1,25
14488,9991,9,26
14489,9992,208,15
14490,9993,10,13
14491,9994,6,10
14492,9995,131,6
14493,9996,5,6
14494,9997,3,0
14495,9998,15,0
14496,9999,207,0
14497,10000,206,0
14498,10001,164,0
14499,10002,1,25
14500,10003,15,20
14501,10004,6,27
14502,10005,208,10
14503,10006,131,14
14504,10007,10,4
14505,10008,3,1
14506,10009,5,0
14507,10010,207,0
14508,10011,206,0
14509,10012,164,0
14510,10013,9,0
14511,10014,9,25
14512,10015,1,18
14513,10016,6,19
14514,10017,10,12
14515,10018,131,10
14516,10019,208,14
14517,10020,5,2
14518,10021,15,1
14519,10022,206,0
14520,10023,207,0
14524,10024,9,27
14522,10025,3,0
14523,10026,164,0
14525,10027,6,18
14526,10028,15,15
14527,10029,1,22
14528,10030,208,8
14529,10031,10,6
14530,10032,3,4
14531,10033,5,1
14532,10034,131,0
14533,10035,207,0
14534,10036,206,0
14535,10037,164,0
14536,10038,9,43
14537,10039,6,27
14538,10040,208,16
14539,10041,10,8
14540,10042,5,6
14541,10043,1,1
14542,10044,15,0
14543,10045,131,0
14544,10046,3,0
14545,10047,207,0
14546,10048,206,0
14547,10049,164,0
14548,10050,9,40
14549,10051,6,26
14550,10052,1,22
14551,10053,208,8
14552,10054,10,4
14553,10055,3,1
14554,10056,131,0
14555,10057,5,0
14556,10058,15,0
14557,10059,207,0
14558,10060,206,0
14559,10061,164,0
14560,10062,208,25
14561,10063,6,24
14562,10064,9,15
14563,10065,1,12
14564,10066,3,14
14565,10067,15,8
14566,10068,10,2
14567,10069,5,1
14568,10070,131,0
14569,10071,207,0
14570,10072,206,0
14571,10073,164,0
14572,10074,1,35
14573,10075,9,18
14574,10076,6,27
14575,10077,208,14
14576,10078,10,4
14577,10079,3,3
14578,10080,15,0
14579,10081,5,0
14580,10082,131,0
14581,10083,207,0
14582,10084,206,0
14583,10085,164,0
14584,10086,1,25
14585,10087,6,33
14586,10088,9,20
14587,10089,10,10
14588,10090,131,6
14589,10091,5,4
14590,10092,15,2
14591,10093,208,1
14592,10094,207,0
14593,10095,206,0
14594,10096,164,0
14595,10097,3,0
14596,10098,208,26
14597,10099,6,30
14598,10100,9,23
14599,10101,131,10
14600,10102,10,10
14601,10103,1,2
14602,10104,5,0
14603,10105,15,0
14604,10106,3,0
14605,10107,206,0
14606,10108,207,0
14607,10109,9,43
14608,10110,131,27
14609,10111,6,10
14610,10112,208,14
14611,10113,15,4
14612,10114,1,2
14613,10115,5,1
14614,10116,3,0
14615,10117,206,0
14616,10118,207,0
14617,10119,10,0
14618,10120,6,33
14619,10121,208,20
14620,10122,131,15
14621,10123,9,12
14622,10124,1,10
14623,10125,5,6
14624,10126,10,4
14625,10127,15,1
14626,10128,3,0
14627,10129,206,0
14628,10130,207,0
14629,10131,9,31
14630,10132,208,33
14631,10133,10,12
14632,10134,131,12
14633,10135,1,9
14634,10136,6,4
14635,10137,3,0
14636,10138,15,0
14637,10139,5,0
14638,10140,207,0
14639,10141,206,0
14640,10142,6,40
14641,10143,208,18
14642,10144,9,22
14643,10145,131,8
14644,10146,10,6
14645,10147,1,6
14646,10148,5,1
14647,10149,15,0
14648,10150,3,0
14649,10151,207,0
14650,10152,206,0
14651,10153,131,37
14652,10154,9,33
14653,10155,10,12
14654,10156,1,8
14655,10157,6,6
14656,10158,5,4
14657,10159,208,1
14658,10160,15,0
14659,10161,3,0
14660,10162,206,0
14661,10163,207,0
14662,10164,9,37
14663,10165,6,22
14664,10166,131,25
14665,10167,5,8
14666,10168,10,7
14667,10169,208,2
14668,10170,1,0
14669,10171,3,0
14670,10172,206,0
14671,10173,207,0
14672,10174,15,0
14673,10175,131,37
14674,10176,9,18
14675,10177,6,23
14676,10178,208,10
14677,10179,10,8
14678,10180,5,4
14679,10181,15,1
14680,10182,3,0
14681,10183,1,0
14682,10184,207,0
14683,10185,206,0
14684,10186,9,31
14685,10187,208,33
14686,10188,6,12
14687,10189,131,12
14688,10190,1,12
14689,10191,15,1
14690,10192,10,0
14691,10193,5,0
14692,10194,3,0
14693,10195,207,0
14694,10196,206,0
14695,10197,131,25
14696,10198,208,26
14697,10199,9,27
14698,10200,6,14
14699,10201,1,8
14700,10202,3,1
14701,10203,15,0
14702,10204,5,0
14703,10205,207,0
14704,10206,206,0
14705,10207,10,0
14706,10208,9,35
14707,10209,6,24
14708,10210,131,27
14709,10211,1,8
14710,10212,208,4
14711,10213,10,2
14712,10214,5,1
14713,10215,15,0
14714,10216,3,0
14715,10217,207,0
14716,10218,206,0
14717,10219,9,40
14718,10220,6,30
14719,10221,15,10
14720,10222,131,10
14721,10223,5,6
14722,10224,208,4
14723,10225,1,1
14724,10226,3,0
14725,10227,10,0
14726,10228,207,0
14727,10229,206,0
14728,10230,9,25
14729,10231,6,26
14730,10232,208,15
14731,10233,131,22
14732,10234,1,10
14733,10235,15,2
14734,10236,10,1
14735,10237,3,0
14736,10238,5,0
14737,10239,207,0
14738,10240,206,0
14739,10241,9,25
14740,10242,208,33
14741,10243,15,12
14742,10244,131,16
14743,10245,6,10
14744,10246,1,5
14745,10247,3,0
14746,10248,207,0
14747,10249,206,0
14748,10250,5,0
14749,10251,10,0
14750,10252,9,43
14751,10253,208,25
14752,10254,6,13
14753,10255,15,14
14754,10256,131,4
14755,10257,1,2
14756,10258,10,0
14757,10259,5,0
14758,10260,3,0
14759,10261,207,0
14760,10262,206,0
14761,10263,9,25
14762,10264,131,26
14763,10265,208,21
14764,10266,6,12
14765,10267,1,10
14766,10268,10,6
14767,10269,5,1
14768,10270,3,0
14769,10271,15,0
14770,10272,206,0
14771,10273,207,0
14772,10274,9,43
14773,10275,131,21
14774,10276,208,12
14775,10277,6,14
14776,10278,10,9
14777,10279,1,2
14778,10280,3,0
14779,10281,15,0
14780,10282,5,0
14781,10283,207,0
14782,10284,206,0
14783,10285,9,40
14784,10286,208,18
14785,10287,131,14
14786,10288,6,10
14787,10289,15,8
14788,10290,1,7
14789,10291,3,4
14790,10292,5,0
14791,10293,10,0
14792,10294,206,0
14793,10295,207,0
14794,10296,9,43
14795,10297,6,21
14796,10298,1,20
14797,10299,131,12
14798,10300,15,4
14799,10301,5,1
14800,10302,10,0
14801,10303,208,0
14802,10304,3,0
14803,10305,206,0
14804,10306,207,0
14805,10307,6,9
14806,10308,105,15
14807,10309,128,0
14808,10310,131,25
14809,10311,9,0
14810,10312,1,33
14811,10313,6,18
14812,10314,3,10
14813,10315,10,9
14814,10316,5,6
14815,10317,15,0
14816,10318,206,0
14817,10319,208,0
14818,10320,207,0
14819,10321,131,43
14820,10322,9,15
14821,10323,6,12
14822,10324,10,10
14823,10325,1,10
14824,10326,3,10
14825,10327,5,1
14826,10328,208,0
14827,10329,207,0
14828,10330,206,0
14829,10331,15,0
14830,10332,131,43
14831,10333,10,25
14832,10334,9,20
14833,10335,3,10
14834,10336,6,3
14835,10337,5,0
14836,10338,208,0
14837,10339,206,0
14838,10340,207,0
14839,10341,1,0
14840,10342,15,0
14841,10343,131,43
14842,10344,6,19
14843,10345,9,22
14844,10346,10,10
14845,10347,3,6
14846,10348,5,1
14847,10349,1,0
14848,10350,208,0
14849,10351,15,0
14850,10352,207,0
14851,10353,206,0
15820,10354,9,25
14853,10355,131,43
14854,10356,9,27
14855,10357,3,10
14856,10358,6,14
14857,10359,208,4
14858,10360,10,3
14859,10361,1,0
14860,10362,5,0
14861,10363,15,0
14862,10364,206,0
14863,10365,207,0
14864,10366,131,43
14865,10367,9,15
14866,10368,6,12
14867,10369,10,10
14868,10370,1,9
14869,10371,3,6
14870,10372,208,4
14871,10373,206,2
14872,10374,207,0
14873,10375,15,0
14874,10376,5,0
14875,10377,9,40
14876,10378,131,18
14877,10379,1,14
14878,10380,10,10
14879,10381,6,9
14880,10382,3,6
14881,10383,5,4
14882,10384,15,0
14883,10385,208,0
14884,10386,207,0
14885,10387,206,0
14886,10388,131,43
14887,10389,3,27
14888,10390,6,11
14889,10391,10,10
14890,10392,1,6
14891,10393,9,4
14892,10394,208,0
14893,10395,15,0
14894,10396,206,0
14895,10397,207,0
14896,10398,5,0
14897,10399,131,25
14898,10400,3,18
14899,10401,9,25
14900,10402,1,18
14901,10403,6,8
14902,10404,10,4
14903,10405,5,3
14904,10406,208,0
14905,10407,15,0
14906,10408,206,0
14907,10409,207,0
14908,10410,131,40
14909,10411,3,18
14910,10412,9,20
14911,10413,6,10
14912,10414,10,7
14913,10415,1,6
14914,10416,208,0
14915,10417,5,0
14916,10418,15,0
14917,10419,206,0
14918,10420,207,0
14919,10421,9,31
14920,10422,6,26
14921,10423,131,27
14922,10424,3,14
14923,10425,5,2
14924,10426,1,1
14925,10427,15,0
14926,10428,208,0
14927,10429,206,0
14928,10430,207,0
14929,10431,10,0
14930,10432,9,35
14931,10433,131,18
14932,10434,3,15
14933,10435,6,18
14934,10436,1,8
14935,10437,10,5
14936,10438,5,2
14937,10439,15,0
14938,10440,206,0
14939,10441,207,0
14940,10442,208,0
14941,10443,131,43
14942,10444,3,27
14943,10445,9,18
14944,10446,10,6
14945,10447,1,5
14946,10448,6,2
14947,10449,5,0
14948,10450,208,0
14949,10451,15,0
14950,10452,207,0
14951,10453,206,0
14952,10454,131,25
14953,10455,9,33
14954,10456,6,16
14955,10457,3,10
14956,10458,5,8
14957,10459,10,8
14958,10460,1,1
14959,10461,208,0
14960,10462,207,0
14961,10463,206,0
14962,10464,15,0
14963,10465,131,43
14964,10466,9,27
14965,10467,1,10
14966,10468,3,14
14967,10469,10,5
14968,10470,5,2
14969,10471,6,0
14970,10472,15,0
14971,10473,208,0
14972,10474,207,0
14973,10475,206,0
14974,10476,131,43
14975,10477,3,15
14976,10478,1,22
14977,10479,6,10
14978,10480,9,10
14979,10481,10,1
14980,10482,5,0
